tau_idx,tau_value,R00,R01,R02,R10,R11,R12,R20,R21,R22
23,1385.620546233301,0.49850253280845636,-0.6996837800514446,0.5117986251607913,0.545276904689102,0.7120481382177642,0.4423353321556941,-0.67392011544116,0.0585666867215309,0.7364792062307232
24,1445.8649178086619,0.8032808753659164,-0.48995524363852666,0.33864981101792957,0.40806625522114987,0.8669028041760978,0.28628911865700746,-0.43384532568780176,-0.09177901362910106,0.8963006448932829
25,1506.1092893840228,0.9718436178625983,-0.19327579354799962,0.13477555434175573,0.17892690405204303,0.9775127666880382,0.1115972847709507,-0.1533138787784312,-0.0843401362951751,0.9845717830527262
26,1566.3536609593837,0.9901946459215403,0.11202186764623392,-0.08346055569767631,-0.11778981127424268,0.9907269408187447,-0.06771771626324645,0.0751007559768447,0.07688452318237336,0.994207547017586
27,1626.5980325347446,0.8858213628616862,0.35523715155248187,-0.298541587144478,-0.42941090944695676,0.8713853976712385,-0.23726305985819865,0.17586012608264118,0.33836970148377155,0.9244345088604065
28,1686.8424041101055,0.7163783257027451,0.4935105092706413,-0.4932032762490166,-0.6882492262246839,0.6158683542607709,-0.38343079274003755,0.11452116426432055,0.6141282825758491,0.7808529666179046
29,1747.0867756854664,0.5495572064272756,0.5226067154010081,-0.6518198354465895,-0.8304625695397352,0.2565376729195197,-0.4944899826755833,-0.09120744189653573,0.8130625089074073,0.5749874426036474
30,1807.3311472608273,0.44063593390561445,0.4750963983328037,-0.7616583131840192,-0.8147266862660311,-0.1445911044393567,-0.5615281285946233,-0.3769090081665597,0.8679728249249544,0.3233616779315312
31,1867.5755188361882,0.4148630810713322,0.4067605060159915,-0.8139008015167549,-0.6349608795430213,-0.5112642013858422,-0.5791662954896892,-0.6517003187155538,0.7570698825913706,0.04617236683487386
32,1927.819890411549,0.4602378794558754,0.3757636048370895,-0.8043524150481521,-0.32312516970714555,-0.7729711382306956,-0.5459906081280808,-0.8269046009157813,0.5111920703044783,-0.2343319189571364
33,1988.06426198691,0.5328995965403129,0.42141143256515223,-0.7337781848151101,0.05886152660149152,-0.8835277516538869,-0.4646655062984228,-0.8441287465151945,0.20442875668754096,-0.4956365026366325
34,2048.308633562271,0.5733013908078761,0.5494122883605255,-0.6078417990696312,0.4356976200428361,-0.8327035652861285,-0.341719704214988,-0.6938970378858549,-0.06892684352428544,-0.7167677385701838
35,2108.5530051376318,0.5278895606568275,0.7284699300919969,-0.4366510880569325,0.7387874406818579,-0.6474688155645452,-0.1870220584909583,-0.41895790867376165,-0.22386534752660223,-0.8799764638537224
36,2168.797376712993,0.3692310680017636,0.8994094441950335,-0.23394672495048602,0.9238114181937631,-0.38262741462007516,-0.012989426314732794,-0.10119724322878441,-0.21132655600737565,-0.972162643125602
37,2229.0417482883536,0.10799351423979109,0.9940228490497579,-0.015999264018765794,0.980572352185752,-0.10385376789494616,0.16640990662494914,0.1637536656415413,-0.033659626572865795,-0.9859268565811227
38,2289.2861198637147,-0.2072605506378027,0.9576868985742413,0.19969694151029438,0.932349235736923,0.13155221049972232,0.3367772535867179,0.29625658941210165,0.255987929816794,-0.9201642315467503
39,2349.5304914390754,-0.502653246133261,0.7685439737012701,0.3958280872287324,0.8252714956456891,0.2902512009996541,0.4844390558088665,0.2574231392599021,0.570170501521887,-0.7801531430224821
40,2409.7748630144365,-0.700203726227683,0.447051055782235,0.5566507839757864,0.7113216407018375,0.37008439186653824,0.5975441961612724,0.06112499690073306,0.8143604216934686,-0.5771315606801639
41,2470.019234589797,-0.741162353779353,0.052677911288192825,0.6692558576527832,0.6305130835740322,0.3969183408718127,0.6670150538942378,-0.23050296480135496,0.9163410218591551,-0.3273950440613061
42,2530.2636061651583,-0.6042214587742503,-0.33145825349741553,0.7246046197376608,0.5979677272233296,0.41241521330574754,0.6872759918936064,-0.5266412687551962,0.8485570800025286,-0.05098878329102857
43,2590.507977740519,-0.31289502643923534,-0.6214557878913226,0.7182544160156388,0.599985418502989,0.45690428576563485,0.6567008232313926,-0.7362840484577837,0.636420597832417,0.22990133240424176
44,2650.75234931588,0.07030872153966541,-0.7560597844805834,0.6507152111074644,0.6002754295362867,0.5530660290368583,0.5777433480538117,-0.7966969890557417,0.3499879566736192,0.4927294773127955
45,2710.996720891241,0.46121437478655786,-0.7135274890151331,0.527408591994863,0.5542353867801932,0.6958529099267052,0.4567404775002392,-0.6928956895022902,0.08165323120548323,0.7163995486478547
46,2771.241092466602,0.7775421774778709,-0.5168149007174389,0.3582324952309536,0.4265558925465682,0.8520541340213851,0.3034037297576754,-0.46203704697434367,-0.08310301494826677,0.8829584679529024
47,2831.4854640419626,0.9615276135235731,-0.22558563008571783,0.15676661612247714,0.20632572094484183,0.9698037556162726,0.1300398879927406,-0.18136798313995137,-0.09269195807297925,0.9790372084861452
48,2891.7298356173237,0.9947433952358768,0.08238194738520839,-0.06081769791451431,-0.08543535728259886,0.9951164840755777,-0.0494366548934639,0.05644800581592802,0.0543727676882603,0.9969238811330201
49,2951.9742071926844,0.9007297071507123,0.33455375862453157,-0.27705554902652874,-0.39851519210074765,0.8902315342540401,-0.22062061799524146,0.17283412950310714,0.30913038998114817,0.935182744531253
50,3012.2185787680455,0.734859579164552,0.48450528871632004,-0.4745903750773006,-0.6659688900738677,0.6478843256817008,-0.36977200812088074,0.12832317157816162,0.5877929276045122,0.7987694522790907
51,3072.462950343406,0.5648470923780327,0.5238854561041825,-0.6375670875402799,-0.822647638311723,0.2968239632157545,-0.48491896028206305,-0.0647968009413028,0.7983981235845968,0.5986332857805086
52,3132.7073219187673,0.4481971440404583,0.48192730022671204,-0.7529046402899705,-0.8241707513018947,-0.10341896641586407,-0.5568187228209422,-0.3462107635132793,0.8700865443630694,0.3508382997135366
53,3192.951693494128,0.4137914392891364,0.41290977514517824,-0.8113458956330422,-0.6604944393872993,-0.4771744139903637,-0.5796996413414538,-0.6265171508502239,0.7757642014314089,0.07527392289502749
54,3253.196065069489,0.4534297489523069,0.37578365385664486,-0.8082005371559692,-0.3598398349815383,-0.7524063386303872,-0.5517245642068824,-0.8154242797007624,0.5409910785613423,-0.2059414892427664
55,3313.44043664485,0.5259370954152773,0.4126361822441033,-0.7437214214806193,0.018317425618537386,-0.8797203693842632,-0.47513844678064626,-0.8503261983408786,0.23626987280105521,-0.4702360084273877
56,3373.684808220211,0.5724219576054511,0.5330095703280789,-0.623084184031195,0.39914063983633685,-0.8449188644509081,-0.3560882785574774,-0.7162540415817443,-0.044865470393886636,-0.696395891346404
57,3433.9291797955716,0.537700094373792,0.7092026273194746,-0.4559717556094563,0.7124344570275164,-0.6713927200033267,-0.20412976256891746,-0.45090548117130175,-0.2150893975296997,-0.8662683176245034
58,3494.1735513709327,0.3909114345719189,0.8841697051482321,-0.25579715170230677,0.910747415533007,-0.4117637585671774,-0.03146032788417938,-0.13314426544494187,-0.22066839290827286,-0.9662184354225536
59,3554.4179229462934,0.1385825883457056,0.9895973055518478,-0.0386269213363908,0.9801986363160432,-0.1314871844363634,0.1480599665445295,0.1414407988225962,-0.05838058901313681,-0.9882237637574324
60,3614.6622945216545,-0.1742436616530813,0.9684609259957223,0.17810834116692872,0.9409514516614027,0.11043957144290466,0.3200210409891934,0.29025766482562687,0.22335294016201376,-0.9305181095126298
61,3674.906666097015,-0.47542265095647906,0.7948802105233712,0.37701293595291246,0.8374973413738198,0.2776965996006535,0.47061959347440874,0.2693909912177786,0.5394905462457663,-0.7977333165677283
62,3735.1510376723763,0.28033577793552855,0.9477863967744443,-0.15202893704357065,0.9598436571594816,-0.2750344451545539,0.05528297920009891,0.010583261311803233,-0.16142180790662278,-0.9868287564274582
63,3795.395409247737,-0.00889171306558019,0.9977038656489734,0.06714114914011207,0.9724660871807149,-0.0070089971211719365,0.23293901185242794,0.23287474470665462,0.06736371744827317,-0.9701708524014518
64,3855.639780823098,-0.3260562308738766,0.9037386550393753,0.2773874144512378,0.8957568681419035,0.20156273332145555,0.39622228321056446,0.30217042787958304,0.3776624258826992,-0.8752508923682769
65,3915.8841523984593,-0.5929505833846185,0.6596349040570297,0.4618348178878615,0.7802477857758452,0.3288791001107821,0.5320262496364379,0.19905526482796623,0.675810869149051,-0.7096877275846559
66,3976.12852397382,-0.7362711775301857,0.3017583034728476,0.6056786932223244,0.6753285670362763,0.38434802946450775,0.6294504895474142,-0.04284950038265739,0.8724783771142632,-0.4867703789108556
67,4036.372895549181,-0.7098241337401443,-0.09909906360185622,0.697372981089237,0.6126603147889698,0.40165645043576564,0.6806757190513132,-0.34755868258861644,0.9104128027530022,-0.22439137849010315
68,4096.617267124542,-0.5091473849592504,-0.45663504064261146,0.7295569751886948,0.5963226007766049,0.4240666203606314,0.6815914152180458,-0.6206192844185421,0.7820817995281779,0.056389384236610024
69,4156.861638699903,-0.1739412772883438,-0.6929932361849601,0.6996462010596468,0.6027854004912133,0.48689516755499956,0.6321256653278973,-0.7787131647853062,0.5316892611417736,0.33303503806141427
70,4217.1060102752635,0.22253968909544422,-0.7604783321743381,0.6100399930091799,0.5906137119668556,0.60300128448859,0.536250775423069,-0.775661994694877,0.24096090387954577,0.5833406490100935
71,4277.350381850624,0.5939479041865017,-0.6544220761069298,0.4679290901582831,0.5166665547294492,0.756122697606286,0.40166420974315686,-0.6166697319769019,0.0031956953060904847,0.787215490952158
72,4337.594753425986,0.8649270490184428,-0.4133236978669715,0.2847186693173124,0.3534397318237635,0.9043659806264718,0.23917050205630835,-0.35634471491042874,-0.10623414642709249,0.9282956157864329
73,4397.8391250013465,0.9914901046004243,-0.10632683269010783,0.07511309559277486,0.10179335825208101,0.9928832600185247,0.06181378641330884,-0.08115099934814733,-0.05364174330758173,0.9952572927036107
74,4458.083496576707,0.9715469941511375,0.18799455191257666,-0.14406417530767102,-0.20526698749099762,0.971787084107565,-0.11616938929032723,0.11816049256100991,0.14243564024817135,0.9827258958554178
75,4518.327868152068,0.8425352101609318,0.4049105709133699,-0.3552208456744674,-0.5092699446762768,0.8136140761959225,-0.28049288487460433,0.17543814604725189,0.41722843213096705,0.8917072907255152
76,4578.572239727429,0.6671414257652851,0.5116638540473576,-0.5414078116256424,-0.7416142526823571,0.5247011729841645,-0.4179676773237745,0.07021836117605942,0.6803593017887287,0.7295070953892787
77,4638.81661130279,0.5118065872297558,0.5149278725068998,-0.6876796517156435,-0.8429812319398424,0.14667604349804927,-0.5175604127644853,-0.16564015173084212,0.8445918685254297,0.5091442975771282
78,4699.060982878151,0.42491921185285064,0.4554768914902947,-0.7822943593793139,-0.7808905548858676,-0.2526864086443993,-0.5712788462532444,-0.45787946523991946,0.853633633477931,0.2483062929264408
79,4759.305354453511,0.4216301666576184,0.39200339746151247,-0.8176560028171387,-0.5599650590748929,-0.5966816627816077,-0.5748131226019703,-0.7132090403097264,0.7002173446000944,-0.03207078330305946
80,4819.549726028873,0.4800635768532714,0.3794432815277547,-0.7909246223770583,-0.2216718768009563,-0.8198797137235466,-0.5278814583409205,-0.8487641257819423,0.42874240649607365,-0.30948248360379094
81,4879.794097604234,0.5500378193891143,0.4488855627592391,-0.7042443814387087,0.16647416981744326,-0.8852745921880821,-0.43425251549049004,-0.8183793423744647,0.1216168079360189,-0.5616623576511003
82,4940.038469179594,0.571405525550894,0.5956127944103592,-0.5645716292062419,0.5290283859161561,-0.7932598952849069,-0.301442706708133,-0.6273951643620261,-0.12642838948298804,-0.7683691626216428
83,5000.282840754955,0.49603778247944896,0.7792099515725132,-0.3831166528920831,0.8026057559288203,-0.5798210207731495,-0.140112756091335,-0.33131634264370047,-0.23799040997474008,-0.9130115255883998
84,5060.527212330317,0.3062901705597974,0.9358181727548582,-0.17444391350863603,0.951754169824983,-0.30464838899443897,0.03678803207363081,-0.018717148265898903,-0.1772955347008247,-0.9839796551433068
85,5120.771583905677,0.023873905731623336,0.9987152813876132,0.04469701721567222,0.9760443439006055,-0.032956921064387926,0.21506110781262233,0.21625789087280545,0.038491922228127806,-0.9755772119921772
86,5181.015955481038,-0.2939256254509517,0.9207087678513054,0.25671597438608706,0.9064724165683827,0.1833165740867765,0.3803982014491709,0.30317566641131266,0.34451472895482804,-0.8884785404438522
87,5241.260327056399,-0.5697381035565466,0.6911833763567413,0.4445942347848038,0.7926068154592315,0.31916051044543414,0.519529599406796,0.21719329972023932,0.6483842293118375,-0.7296745587837973
88,5301.50469863176,-0.7286354508359586,0.3422630271075022,0.5932507059079564,0.684772062306306,0.3809030834409325,0.6212890339527638,-0.013326757664481603,0.8589347247028724,-0.5119116488513941
89,5361.749070207121,-0.7207550110378511,-0.058078243988352374,0.6907525835196399,0.6170527740127251,0.40028292096643364,0.6775097469895036,-0.3158450381864951,0.9145493429869215,-0.2526685795566244
90,5421.993441782482,-0.5369771622295495,-0.4240471828748248,0.7292732779554079,0.5965580530038223,0.42035743216905697,0.6836798363390031,-0.5964679510587216,0.8021743051956738,0.02724642074932071
91,5482.237813357842,-0.2127255507851719,-0.6758003639873432,0.7057207011826422,0.6023245292555487,0.47801167857981314,0.6393043067259844,-0.7693848201649337,0.5610692498933479,0.3053658385017695
92,5542.482184933204,0.18138044345058332,-0.7617317141304749,0.6219854744457609,0.5941116042996846,0.5888870196826578,0.5479447779527901,-0.7836660872910892,0.270142321262563,0.5593662395003379
93,5602.7265565085645,0.5592242758640729,-0.6724936465641983,0.484789134175974,0.5281453456348569,0.7397491566045702,0.41693366281347966,-0.6390075924185414,0.022879699159169153,0.7688600758251434
94,5662.970928083925,0.843246364235149,-0.44251823098586623,0.3051445304267178,0.37461055285470474,0.8909141460133426,0.2567857436136384,-0.3854899517420591,-0.10222328344587767,0.917032113629315
95,5723.215299659286,0.9855297180428848,-0.1386738375537213,0.09747174786796789,0.13108944243638992,0.9881086659793112,0.08035435456963681,-0.10745572546881343,-0.06641408732121985,0.9919891310237532
96,5783.459671234647,0.9795492293395962,0.16033278983927624,-0.12155946611661943,-0.17260661736457938,0.9800835118799152,-0.09820012924171652,0.10339372776992202,0.11717382917480605,0.9877145492571995
97,5843.704042810008,0.8591551176523596,0.387363703536565,-0.33436782888638766,-0.48005922959012126,0.8363959367615764,-0.2645467313237203,0.17718809186031576,0.38780304040989877,0.9045513705432872
98,5903.948414385369,0.6853568762569763,0.5058105486206952,-0.5238717792278099,-0.7228518850418559,0.5596333263926431,-0.4053340502377528,0.08815386808708539,0.6564801816465878,0.7491746569702874
99,5964.19278596073,0.5252718712212716,0.5183171488923439,-0.6748605740949873,-0.8398218760238529,0.18802011489871465,-0.5092618706964527,-0.13707179817701481,0.8342636091533575,0.5340557579381893
