tau_idx,tau_value,R00,R01,R02,R10,R11,R12,R20,R21,R22
73,4397.8391250013465,0.14834374868589062,0.7307227471145188,-0.6663620630522336,-0.5405274718485595,-0.5043509292039229,-0.673394529520507,-0.8281450261897505,0.46008087013105775,0.3201584116287228
74,4458.083496576707,0.4195517870282915,-0.3649112779585,0.8311534498635387,-0.03566494215858018,0.9083043400718454,0.4167868012635179,-0.9070304900620445,-0.20450668699420177,0.36806616942129217
75,4518.327868152068,-0.060534786658774375,0.8060000569517762,-0.5888118950886698,-0.3526976801218809,-0.5691131107735656,-0.7427749414070719,-0.9337772143508432,0.1627088668123814,0.31872549101038455
76,4578.572239727429,0.5774176060018786,-0.4141215150380018,0.7036279407909335,0.060167583260466784,0.8810551188355059,0.4691713327755088,-0.8142289421309304,-0.22857219506401574,0.5336534282096982
77,4638.81661130279,-0.2922517064366207,0.8178607576027639,-0.4956740070432546,-0.1599519449915468,-0.5528037359645116,-0.8178162414608184,-0.9428702537350007,-0.1597241706101854,0.2923762540709897
78,4699.060982878151,0.7129464710191367,-0.4158694179607667,0.564588307234867,0.15125234794821849,0.8774028329118553,0.45528781670323915,-0.6847116595337854,-0.23920053512319805,0.6884424792931254
79,4759.305354453511,-0.5210490877885272,0.7564775024838795,-0.395284247536499,0.012255020383566795,-0.456440413147955,-0.8896695812045744,-0.8534387280819533,-0.468405740230707,0.2285572136879107
80,4819.549726028873,0.8246612507137869,-0.374505708808907,0.42388594650060163,0.21042613211473613,0.8987489201951999,0.3846702761732366,-0.525028251139312,-0.2280259908815236,0.819969196365385
81,4879.794097604234,-0.7202821697443638,0.6255005690334114,-0.2999043749051188,0.14177885629464523,-0.2904648039898378,-0.9463239157661226,-0.6790378132741459,-0.7241403426008136,0.1205338639629649
82,4940.038469179594,0.9121459381117235,-0.29350192901990213,0.2860881074911723,0.21566480914786568,0.9372564860252067,0.27393241775827937,-0.34853762735391836,-0.1881672050737805,0.9182127342033671
83,5000.282840754955,-0.8688892950236441,0.4418270138078516,-0.22320457625898127,0.21298328928402163,-0.07335220214851418,-0.9742985029885463,-0.4468439453311118,-0.8940963842391938,-0.03036682748207875
84,5060.527212330317,0.9727302180373834,-0.17554166902764698,0.15159500437657214,0.15397029270577142,0.9775299240722437,0.14397359656344244,-0.1734620185546218,-0.1167063407801901,0.9779010983431067
85,5120.771583905677,-0.9564878187787675,0.23213658861721814,-0.17675875297420576,0.21896433399423892,0.17070736071567782,-0.9606839321212504,-0.19283587053838105,-0.9575863413931134,-0.2141091446226827
86,5181.015955481038,0.9995280618948186,-0.02416111495462998,0.01897087264563981,0.023843009050144744,0.9995742254078652,0.016819001745087863,-0.01936916116466186,-0.01635874152909411,0.9996785619244628
87,5241.260327056399,-0.9856694971291808,0.02701037880426127,-0.16651150670737003,0.16260820091387926,0.41475803340228073,-0.8952845060224288,0.04488001141554774,-0.9095307653758191,-0.41320645131727735
88,5301.50469863176,0.9816922558070719,0.15379093040710437,-0.11237733140157785,-0.16394658611139776,0.9825808821651553,-0.08750043946154544,0.09696304342810677,0.10432238363871253,0.9898055407407541
89,5361.749070207121,-0.9708306228185718,-0.14589644286427744,-0.19026857269989397,0.05638964741001866,0.6323644969486236,-0.7726159140633128,0.2330410038226706,-0.7608083667773805,-0.6056917694494924
90,5421.993441782482,0.9070072156673186,0.34595717613880933,-0.24010735724979204,-0.38740128715907035,0.9090148574910457,-0.15366272016344643,0.16510043438741728,0.23239109522224602,0.9585072902312697
91,5482.237813357842,-0.9338308752531257,-0.26789535705139395,-0.23704846359824272,-0.07911302003835595,0.8009351304273138,-0.5935015138209779,0.3488567420652666,-0.5354764182647896,-0.7691319646185042
92,5542.482184933204,0.7661466000307685,0.5336171272855966,-0.3581510138597426,-0.6160976089968607,0.7684270386516475,-0.17304225627693115,0.18287461127681315,0.3532317196070125,0.9174879992751009
93,5602.7265565085645,-0.8976567740087061,-0.332994823657818,-0.28866375507392983,-0.21792728088608507,0.9047400059426663,-0.36599620475144545,0.3830404891416578,-0.26563126522298397,-0.884714651520001
94,5662.970928083925,0.557318288286847,0.6928789037497701,-0.45750972697805664,-0.8154887009305644,0.5603920927508927,-0.1447027333427244,0.15612336210702055,0.4537394925734277,0.8773516790225051
95,5723.215299659286,-0.879818819629146,-0.3484152170838153,-0.3233043165978683,-0.33242561718064956,0.9372240490679633,-0.10537689922709181,0.33972349590283124,0.01476205788805509,-0.9404095001532413
96,5783.459671234647,0.28979748251381204,0.7979972938629971,-0.5284105772181237,-0.9522217678696645,0.2960012208925015,-0.0752129112940054,0.0963904763129021,0.5249605663452088,0.8456508025530927
97,5843.704042810008,-0.8872802197201133,-0.3318373916711541,-0.3203400649033976,-0.39770357415487123,0.9021892022930094,0.16699254585263612,0.23359297677342272,0.2755695715328327,-0.9324675503455027
98,5903.948414385369,-0.014917489813550733,0.826210041558604,-0.5631646612895673,-0.9997377308272031,-0.002536557210856605,0.022760391868141105,0.017376364928773314,0.5633564884735478,0.8260311912008023
99,5964.19278596073,-0.9142853551108294,-0.3061834239348543,-0.2652055812711984,-0.3959840917806001,0.8134807558078961,0.42596438699368705,0.0853164022129285,0.4944701920619115,-0.8649973067447657
